pnum	cond	study	response
1	1	48.3422002382576	294.8907908611
1	1	260.50671572797	277.052451018244
1	1	212.82837680541	244.209128574325
1	1	340.157234799117	103.931372333318
1	1	300.288158822805	181.396330436692
1	1	196.977211693302	183.691941219802
1	1	241.757012978196	237.235539532656
1	1	91.2897526938468	95.7312465346558
1	1	82.3402288835496	79.1636831125595
1	1	151.627621036023	150.938028981552
1	1	180.129497637972	180.913642972691
1	1	206.287354985252	233.97832818451
1	1	168.39955505915	139.805410610343
1	1	312.222196971998	305.619756427723
1	1	296.782991336659	162.549833888188
1	1	83.3811893407255	86.1038365782694
1	1	69.7475040704012	141.016742996871
1	1	270.708984034136	261.007816958655
1	1	318.669347260147	301.128319696581
1	1	340.158933727071	0.0662338417181086
1	1	131.439715884626	148.282478027824
1	1	34.198433496058	32.9802593166205
1	1	127.662633340806	152.373354099691
1	1	158.603243445978	153.086752618657
1	1	140.412803236395	149.355626774669
1	1	270.731900660321	238.670343217621
1	1	38.8644737843424	275.784651869908
1	1	6.16646775975823	0.842908496237062
1	1	220.104172518477	230.40662185978
1	1	307.447838773951	291.492428722909
1	1	275.556542566046	21.030334699899
1	1	282.097809808329	73.0649432294864
1	1	84.9460490886122	97.0060969453366
1	1	202.594925053418	224.155343695677
1	1	208.38020070456	103.893928276375
1	1	169.522019969299	168.978597680954
1	1	333.154334239662	3.98388532345338
1	1	49.1982668079436	51.5746112656516
1	1	233.427080875263	89.3492873208874
1	1	218.349952837452	245.319488881818
1	1	4.71785017289221	1.78909871799539
1	1	205.466178171337	169.953025112754
1	1	66.9972946867347	72.9709051541664
1	1	172.218868648633	171.920517815347
1	1	116.709548430517	237.960958858322
1	1	263.343620477244	243.998340834689
1	1	143.398570334539	148.426573324673
1	1	271.916402131319	290.563892466315
1	1	347.71976351738	359.00205587316
1	1	264.946188898757	250.05311891578
1	1	346.022547148168	357.678273232905
1	1	101.978029478341	99.2785067742358
1	1	147.228234736249	147.53519139345
1	1	305.589137496427	299.802874277006
1	1	160.584246497601	153.192465128488
1	1	300.501495776698	295.19389849375
1	1	352.491300450638	153.29479557462
1	1	331.817857213318	213.026638571173
1	1	203.583100726828	241.915142694488
1	1	20.2623603399843	17.7749684451051
1	1	191.294023431838	184.641359942034
1	1	61.5906955674291	237.275184541941
1	1	88.3972952049226	95.4368749564411
1	1	162.638349384069	163.112906338325
1	1	255.128501253203	248.964705906528
1	1	173.972235554829	170.761429985877
1	1	209.655914381146	222.081567547578
1	1	56.4336342550814	72.2051292800272
1	1	0.598868289962411	4.21604912133929
1	1	298.181356312707	302.162091492147
1	1	312.533908551559	85.5457000588651
1	1	168.252923805267	176.291601274947
1	1	174.627631315961	175.680216062836
1	1	158.658365942538	151.383527472687
1	1	20.3865555021912	10.3228782197975
1	1	218.339510830119	236.224488635985
1	1	103.546130675822	97.5722737513147
1	1	159.734283965081	202.309599118307
1	1	283.221970628947	285.97327604448
1	1	348.110126433894	98.7775451785621
1	1	84.0656047593802	77.2870170069877
