pnum	cond	study	response
1	A_1	76.371960695833	85.2379858083073
1	A_1	83.4810254350305	114.698807445226
1	A_1	103.68992138654	175.795987704912
1	A_1	103.26384678483	66.4939602349425
1	A_1	158.271253779531	141.954373427869
1	A_1	19.0447872318327	50.4363368544728
1	A_1	242.594275921583	164.449409473955
1	A_1	286.085225483403	299.901107963246
1	A_1	102.074042251334	105.769207427492
1	A_1	187.81931896694	180.581807668296
1	A_1	23.9465606678277	45.2812451087946
1	A_1	316.018811026588	294.637955989923
1	A_1	197.740348689258	177.997665658028
1	A_1	240.642383303493	233.291258301764
1	A_1	83.3463271614164	215.503366319463
1	A_1	290.010896371678	289.983569378207
1	A_1	93.4693515300751	41.0498025040171
1	A_1	247.165982918814	232.456279738679
1	A_1	341.197637105361	28.0819841943168
1	A_1	313.160161357373	299.287311695816
1	A_1	244.073867825791	233.083765350279
1	A_1	205.09766084142	214.638463251234
1	A_1	188.80634858273	211.238579244882
1	A_1	106.330571416765	122.869443989441
1	A_1	157.039874838665	174.242308850974
1	A_1	359.515470927581	61.4633975088387
1	A_1	15.9098198264837	96.7115203756839
1	A_1	319.069771645591	289.577306246645
1	A_1	330.852337069809	294.342126204191
1	A_1	187.095072492957	169.650294968701
1	A_1	29.8628752212971	16.2757049137191
1	A_1	89.7031569108367	126.320010681204
1	A_1	143.282194649801	158.565676548162
1	A_1	157.33393731527	145.595243331425
1	A_1	44.2435184028	64.8706767948448
1	A_1	196.827090214938	141.653150075261
1	A_1	333.903847374022	292.50268164577
1	A_1	206.492023207247	223.202085044325
1	A_1	195.103926574811	185.429550170238
1	A_1	49.2371484450996	53.3854801723053
1	A_1	225.817733360454	171.407731959075
1	A_1	328.854704238474	342.644125987386
1	A_1	158.081960147247	181.334024260389
1	A_1	97.2999422159046	123.185627731938
1	A_1	243.810574226081	298.862938539853
1	A_1	316.673544365913	308.479766072817
1	A_1	188.943663015962	66.1780670458928
1	A_1	91.9932750798762	62.3356167716966
1	A_1	14.8038031440228	28.6141316820677
1	A_1	33.1865500286222	11.8535426788369
1	A_1	259.172235606238	292.551568438481
1	A_1	255.763304522261	21.0731411825329
1	A_1	329.394650515169	292.217270431873
1	A_1	65.5947489850223	122.056259346852
1	A_1	344.703886527568	4.56816470611412
1	A_1	83.6812972649932	62.8554365862828
1	A_1	135.000868868083	135.784544665786
1	A_1	108.606461640447	300.000269100596
1	A_1	201.754086054862	130.716169467196
1	A_1	176.514777755365	116.107465221676
1	A_1	69.1102423053235	39.1231473807223
1	A_1	244.855710212141	227.061857015364
1	A_1	349.817645503208	22.2400579969097
1	A_1	74.6183785423636	57.4519454884805
1	A_1	343.594330335036	332.894168146708
1	A_1	70.7846105284989	302.266120970462
1	A_1	161.920621935278	160.998230814525
1	A_1	158.038586229086	172.371504101589
1	A_1	348.501512445509	323.45379421049
1	A_1	2.53387103788555	15.5239306491002
1	A_1	15.3504600562155	23.2479877393911
1	A_1	10.6181916687638	27.8703186957538
1	A_1	216.725040860474	178.088441042872
1	A_1	143.767016083002	165.066894235017
1	A_1	280.252011884004	298.220867308379
1	A_1	27.0575777068734	343.398654146037
1	A_1	74.3915038090199	52.6881357004372
1	A_1	276.654120935127	312.302050822582
1	A_1	192.663403535262	174.312699132807
1	A_1	235.34117362462	274.017235049978
1	A_1	18.2271894905716	61.8370447368367
1	A_1	217.221370898187	149.50510792129
1	A_1	124.158935453743	144.884112184706
1	A_1	49.1360159218311	60.6637077621295
1	A_1	213.634812869132	63.0776786056427
