pnum	cond	study	response
1	1	97.4967367295176	256.276591820642
1	1	19.8650214169174	75.3515614662319
1	1	327.066574143246	349.411186508706
1	1	68.977162996307	8.47390842014097
1	1	316.416409704834	296.976373666273
1	1	253.996955556795	280.032596201846
1	1	241.321977199987	213.767896681208
1	1	186.329537853599	281.176900248975
1	1	14.7514265589416	359.00662086047
1	1	230.224319631234	217.57537098729
1	1	36.8398521468043	119.110068501905
1	1	114.034215342253	89.2287139501423
1	1	10.5115487147123	321.293485695496
1	1	258.058175817132	276.801415776393
1	1	65.4992257151753	19.9701857382503
1	1	132.834259299561	188.99167854429
1	1	236.971233347431	218.387700006892
1	1	270.778473783284	287.951598800719
1	1	335.280076246709	353.951921316187
1	1	355.274733435363	5.29441252577589
1	1	345.840384503826	353.491021893241
1	1	247.92568501085	214.072478836047
1	1	300.606663515791	83.0221970379353
1	1	169.903199421242	204.133265847155
1	1	78.8699947390705	24.1521121636557
1	1	126.107415631413	344.471502033994
1	1	8.50169532001019	229.787568915635
1	1	44.0335264988244	6.84853965538349
1	1	145.26570238173	193.275054592116
1	1	141.927705751732	202.088254325192
1	1	167.577492445707	205.685479571006
1	1	66.5510109812021	15.0311007566145
1	1	135.81373963505	188.781163781071
1	1	26.0104134678841	3.71881758313187
1	1	127.266769129783	195.322631809696
1	1	88.5457774344832	17.417330663905
1	1	346.150243179873	350.989656682177
1	1	177.484374772757	17.6834518276155
1	1	39.0217024460435	6.35169253450293
1	1	84.4017235189676	24.0561588941625
1	1	73.759471764788	183.677722373977
1	1	107.058064118028	197.78287528392
1	1	200.049470225349	208.453444073793
1	1	122.810788387433	206.907452319225
1	1	317.128515159711	310.330157824186
1	1	315.05010089837	290.434101512696
1	1	142.110165869817	309.948240537196
1	1	305.935787698254	284.201943624113
1	1	138.261202387512	201.079817542248
1	1	229.353557070717	217.185823815253
1	1	190.16355891712	201.146392237372
1	1	259.622359899804	293.915462633595
1	1	210.616883318871	296.618504378239
1	1	352.049315404147	353.675982957586
1	1	78.1696889922023	8.56635449265213
1	1	30.5753677524626	0.553254366359906
1	1	16.185340359807	6.93378372208398
1	1	56.127073019743	286.844980291772
1	1	81.6557116247714	7.57941949781001
1	1	208.142134202644	233.427080875263
1	1	305.811241921037	289.953941362508
1	1	201.326308082789	352.103493021887
1	1	314.661404639482	7.23415953573863
1	1	12.2294264752418	355.721653419387
1	1	351.613119654357	280.697157434531
1	1	191.437515495345	211.251175373441
1	1	265.951346056536	290.241312182959
1	1	332.465742873028	345.955498054834
1	1	203.842914747074	203.253601085397
1	1	76.5286502335221	21.1894844750038
1	1	359.269815618172	346.463229218532
1	1	338.253554804251	15.5453271511942
1	1	204.73617550917	212.962990179927
1	1	211.919301822782	222.967313680299
1	1	230.206749234349	225.952700706308
1	1	354.930683635175	11.4502056297072
1	1	42.8294623363763	224.856038638037
1	1	169.126360360533	271.78018338047
1	1	293.984659351408	290.8790126161
1	1	118.62547069788	197.732570205284
1	1	121.512784129009	197.964283063788
1	1	43.8630665000528	12.1853070510556
1	1	101.768354326487	6.51373211177518
1	1	352.177080251276	2.64968786356264
1	1	56.9902326911688	156.89510579221
1	1	165.336591890082	66.6531609836966
1	1	47.6610577013344	12.5694095191156
1	1	238.888608869165	223.139316486195
1	1	180.448632901534	207.322824715841
1	1	302.037825789303	289.401360757118
1	1	311.995757762343	289.939539008252
1	1	101.074563832954	141.016742996871
1	1	326.549413064495	0.936183434987732
1	1	307.226151265204	299.143217603646
1	1	240.085087157786	216.038970318953
1	1	191.124181598425	269.924449883401
1	1	109.628423843533	287.899265337585
1	1	186.523858783767	8.26638130086415
1	1	104.199763052166	32.4291811854583
1	1	57.6925223506987	14.2063483159733
1	1	244.4517087657	230.747420377393
1	1	336.4778140001	206.293332756909
1	1	101.556102661416	31.5286200157483
1	1	163.380964966491	208.016232128095
1	1	307.427536714822	292.240694233789
1	1	97.9486221447587	15.2643749788833
1	1	33.0935797188431	6.18045092083096
1	1	240.017613172531	268.404100723565
1	1	189.924584068358	209.352331308457
1	1	132.438727514818	197.065906830643
1	1	282.573393546045	202.030839985237
1	1	236.209642477334	226.405609269539
1	1	214.106679651886	210.731931062338
1	1	338.972979420796	345.94645903631
1	1	142.381986966357	202.202814243304
1	1	13.0879721604288	341.342853518233
1	1	204.534908328205	208.033835349412
1	1	35.0392188504338	5.57398209688684
1	1	330.240907240659	3.13700709758441
1	1	119.010291835293	199.869614957543
1	1	29.9854230042547	36.677363673225
1	1	128.796425303444	191.687789563988
1	1	55.8949857484549	96.234369808808
1	1	187.815524982288	203.585706940913
1	1	47.8024107869714	359.662046440857
1	1	114.813419273123	196.447622152293
1	1	71.0067363269627	32.9597019130795
1	1	220.316652003676	346.629042886198
1	1	85.0347591284662	25.3071057791539
1	1	121.512834336609	152.92576611042
1	1	95.8218714594841	27.4635262079649
1	1	125.874082893133	181.310463676389
1	1	299.303917195648	44.1932122316211
1	1	174.146661534905	10.7282228395343
1	1	125.296907220036	84.156203661114
1	1	38.0090919323266	4.05437743602993
1	1	272.847512550652	285.970011503668
1	1	170.859816726297	222.296530874446
1	1	259.385102419183	35.8303854335099
1	1	104.640654930845	24.9319635812622
1	1	318.100138837472	293.799701332484
1	1	209.611035073176	213.972576524209
