pnum	cond	study	response
1	1	219.707302260213	206.16110102503
1	1	191.164361736737	192.458499694561
1	1	144.765436868183	131.533475282001
1	1	207.121654557995	208.423746642273
1	1	147.979649533518	241.028034317169
1	1	142.540525780059	243.094735978724
1	1	212.064758185297	216.619300130627
1	1	191.502185026184	164.92589245297
1	1	120.689240982756	131.413119649506
1	1	211.811415026896	202.821461132488
1	1	190.670584202744	161.887682930757
1	1	122.575388932601	150.744976736377
1	1	148.550090966746	144.994892583135
1	1	123.995675235055	121.726778676736
1	1	225.359546947293	163.910920586477
1	1	119.376841848716	131.09863901678
1	1	174.939936841838	174.499482157286
1	1	120.781011534855	135.118501395577
1	1	168.918493892998	219.356182619463
1	1	132.738582901657	161.335311831409
1	1	171.366326576099	161.394137098679
1	1	231.752666258253	263.469187476405
1	1	236.755717331544	114.042862951756
1	1	180.253861015663	172.861557452412
1	1	214.931951691397	228.417806819665
1	1	112.183099435642	148.737933169936
1	1	175.376693359576	153.192884316367
1	1	134.652711278759	217.838366269134
1	1	177.770169968717	171.707466136698
1	1	193.148631723598	181.782334615383
1	1	156.134798564017	167.247164291044
1	1	236.932430784218	231.8129440829
1	1	173.683980922215	178.742310676949
1	1	150.412097191438	157.823479230596
1	1	192.741109873168	168.729391955376
1	1	155.380696854554	230.063223283832
1	1	171.258203606121	164.874949320778
1	1	238.950244700536	248.885636753443
1	1	162.656857552938	171.389533115132
1	1	171.215252745897	221.796027448206
1	1	189.743046695367	194.251328608238
1	1	247.142697512172	241.812366176646
1	1	191.511995792389	149.217467998017
1	1	125.534120090306	129.476692376229
1	1	199.378185654059	180.29239375863
1	1	240.829610046931	244.409585397279
1	1	177.600015215576	163.489969688232
1	1	203.43550126534	217.88336781168
1	1	151.978387720883	150.665474279482
1	1	132.598101072945	173.724543151206
1	1	202.339411894791	165.805095992619
1	1	111.266349866055	169.342397586443
1	1	149.829523907974	155.792126323429
1	1	169.3452852685	154.065843165016
1	1	134.040873469785	171.274916944094
1	1	225.36739192903	221.609277568372
1	1	157.837527776137	158.335791950199
1	1	156.057908837683	160.795927681269
1	1	181.062729642726	221.107798998607
1	1	238.701021419838	232.532277235426
1	1	206.841438626871	180.976033480838
1	1	174.435849199072	165.004213348312
1	1	221.280638934113	226.755944183328
1	1	149.270408707671	157.242857525932
1	1	217.356082405895	254.625202165917
1	1	143.447998380288	142.750859094299
1	1	116.876897932962	120.011000364569
1	1	146.692187767476	169.842063734043
1	1	112.060640519485	115.048486717313
1	1	221.036224029958	184.820527439006
1	1	181.549878981896	172.020538325287
1	1	134.915696876124	165.988086619176
1	1	153.448333134875	168.514838559849
1	1	132.331358687952	216.653054100461
1	1	138.335840255022	156.67946232596
1	1	149.351350348443	172.592631733174
1	1	248.953005075455	230.653511950924
1	1	143.056875104085	154.279010945846
1	1	182.097389805131	175.410328694169
1	1	170.656016743742	177.395126699636
1	1	224.626439432614	227.572549078111
1	1	143.662888836116	138.486516505055
1	1	155.056480234489	163.437501883597
1	1	233.068045312539	247.209168166373
1	1	245.103427022696	229.338653224449
1	1	238.629445312545	221.810957807528
1	1	169.123342963867	186.061219053533
1	1	181.430225367658	169.032980544868
1	1	142.811035220511	141.558884389684
1	1	215.214492292143	243.939342087647
1	1	221.678480762057	258.548128641758
1	1	185.998856327496	175.817651803954
1	1	204.33850152418	207.829154922965
1	1	182.597792143933	188.595236961957
1	1	230.091432547197	226.82188840426
1	1	173.168807770126	141.748497413281
1	1	157.97688793391	156.979446178302
1	1	189.094290817156	187.444679136988
1	1	143.258505747654	138.212916240886
1	1	151.644158596173	146.580286698363
1	1	249.728833646514	223.16641212714
1	1	141.632672064006	155.016480787971
1	1	165.988152702339	159.974173027202
1	1	193.296033451334	185.387001036291
1	1	192.942593377084	211.801160573959
1	1	152.871254608035	153.290666998503
1	1	169.29473024793	177.81395969076
1	1	137.739603486843	165.442327769094
1	1	155.515303169377	153.077524181843
1	1	110.333981360309	166.652689496715
1	1	165.463973521255	112.096606115811
1	1	112.020895504393	95.3641114197671
1	1	170.237889038399	132.078101830557
1	1	210.059552839957	233.660410922729
1	1	111.280318517238	98.8191315770062
1	1	246.585270180367	251.378911054218
1	1	150.081660808064	146.42280975186
1	1	248.07683785446	247.679179052946
1	1	170.074274502695	248.509567233155
1	1	194.482949678786	202.710870018216
1	1	113.720625108108	148.176340050995
1	1	167.575345602818	145.690080495208
1	1	122.284675203264	92.8491727123037
1	1	222.983873258345	226.611040458939
1	1	116.261661797762	167.613086467667
1	1	208.481624717824	249.498242407706
1	1	147.474159304984	153.894536897968
1	1	155.220701028593	158.552234849173
1	1	165.569829354063	141.947504435666
1	1	189.349364154041	176.639888620694
1	1	114.170167651027	102.756914645071
1	1	186.409970321693	97.3245669063181
1	1	186.43691923935	195.916388379188
1	1	145.195743753575	183.362461913635
1	1	226.779846777208	207.665644245518
1	1	197.113885502331	194.721945449412
1	1	230.535426875576	164.876954471692
1	1	148.983594765887	149.152963250827
1	1	138.069492480718	163.666755736122
1	1	212.944706999697	96.8841810431331
1	1	164.902616706677	167.907868859663
1	1	193.08758131694	143.552854025566
1	1	197.177693359554	191.94914069431
1	1	229.50550080277	232.521014752594
1	1	110.235247686505	94.7106658032933
1	1	182.982454411685	210.163443479687
1	1	173.316175728105	152.44565890436
1	1	249.362424747087	217.294134392883
1	1	166.738603855483	165.814218716696
1	1	204.656940354034	248.82646212864
1	2	232.44855614379	189.271960160695
1	2	192.378902602941	116.052330192178
1	2	152.251240476035	175.664875488728
1	2	211.693668230437	235.376167177693
1	2	202.646402516402	249.036292807733
1	2	180.357234738767	146.830433287926
1	2	135.227162707597	233.207444921136
1	2	241.087786126882	96.9529571989551
1	2	241.176325734705	250.562162478989
1	2	240.51364690531	155.949350417145
1	2	113.896442390978	237.381353457277
1	2	160.453016054817	146.935392465133
1	2	172.59332049638	122.146844007075
1	2	198.048269371502	189.32691175025
1	2	213.768589543179	133.622681940906
1	2	114.959577629343	152.797525874435
1	2	221.511351661757	252.769881198611
1	2	191.107686762698	169.229356413058
1	2	196.675919238478	201.903132427642
1	2	204.73955382593	213.665531986288
1	2	110.605246969499	158.91917956137
1	2	136.246475949883	166.151233627461
1	2	246.128855361603	218.255084787791
1	2	215.112206535414	160.162471967068
1	2	163.293490610085	155.383540175295
1	2	204.445429937914	203.833168763624
1	2	138.685470572673	140.440519947858
1	2	223.65391053725	225.649681976336
1	2	169.932813839987	189.929030268722
1	2	190.783119993284	138.464570819783
1	2	183.092330768704	181.783526189839
1	2	164.133713445626	167.317048322614
1	2	111.894693686627	141.043975026478
1	2	232.262138677761	232.97711554425
1	2	162.917829025537	213.582991459407
1	2	119.559807335027	242.056723111648
1	2	243.921393817291	241.814001961401
1	2	162.192925214767	146.926791724701
1	2	247.623052448034	249.00598533382
1	2	166.909686201252	231.329665693618
1	2	188.675955212675	196.323124099635
1	2	130.8391861571	150.661719509858
1	2	126.688816710375	148.863309786452
1	2	134.346184502356	109.561429262878
1	2	193.721446003765	207.67058681231
1	2	129.07040450722	164.920713864104
1	2	154.265159070492	156.170338463144
1	2	229.981887890026	223.994451807702
1	2	173.017568415962	251.851494619623
1	2	229.317624359392	257.507767999908
1	2	122.319149593823	149.218182878835
1	2	237.858674218878	241.536173873498
1	2	245.850114445202	265.806917422959
1	2	218.49821488373	238.019620973735
1	2	239.856309304014	246.54719284353
1	2	136.717672925442	154.326000967491
1	2	241.089732451364	236.388263579566
1	2	244.825434940867	262.675170440266
1	2	174.57724457141	164.537017564712
1	2	190.662097204477	199.758374778167
1	2	201.525412155315	241.324502918869
1	2	166.115920771845	152.763736783275
1	2	118.674355875701	159.483650553303
1	2	232.353315781802	233.137933495137
1	2	150.516454083845	103.336640344933
1	2	214.927387232892	184.240108095109
1	2	232.317964942195	190.064377617091
1	2	242.129105352797	200.089553073049
1	2	184.366352334619	172.311142238384
1	2	222.854616353288	208.821579446928
1	2	138.77108710818	167.248658173572
1	2	165.153183476068	174.542941816184
1	2	227.444207607768	229.384444096346
1	2	132.820867933333	256.418269914575
1	2	203.847564887255	226.181006413359
1	2	134.882304845378	138.249677114474
1	2	135.966309010983	140.206923018589
1	2	232.972290972248	234.562625655523
1	2	112.356349858455	161.790569430604
1	2	125.113028273918	145.055354638299
1	2	168.388312202878	142.692437019549
1	2	124.336267807521	233.950587631706
1	2	171.142488699406	170.718431345869
1	2	200.531791960821	249.202256449498
1	2	191.739948918112	199.184051178178
1	2	135.850466261618	140.606009482589
1	2	206.611350150779	254.220740239449
1	2	145.594168957323	131.762032291052
1	2	209.517469364218	216.422258991395
1	2	125.590761913918	164.586358983402
1	2	135.988364703953	183.60069104936
1	2	171.135030635633	174.731547596202
1	2	173.51294844877	144.723063271932
1	2	245.587277780287	251.155075242309
